mesh,genus,resolution,method,metric,error
103087_sf,2.0,10,mc,hd,0.2997695044270302
103087_sf,2.0,10,mc,sdf,14.895276703563056
103087_sf,2.0,10,ndc,chf,0.08471863191796225
103087_sf,2.0,10,ndc,hd,0.20909336357834132
103087_sf,2.0,10,ndc,sdf,2.6951509639075093
103087_sf,2.0,10,rfts,chf,0.04418446392458403
103087_sf,2.0,10,rfts,hd,0.10848174365613865
103087_sf,2.0,10,rfts,sdf,0.061683966110605094
103087_sf,2.0,10,rfta,chf,0.052732716386499685
103087_sf,2.0,10,rfta,hd,0.11321516614331921
103087_sf,2.0,10,rfta,sdf,0.012287765290744698
103087_sf,2.0,20,mc,chf,0.049749739229179565
103087_sf,2.0,20,mc,hd,0.10933742874218325
103087_sf,2.0,20,mc,sdf,1.4985050810256928
103087_sf,2.0,20,ndc,chf,0.046295831570133644
103087_sf,2.0,20,ndc,hd,0.11353245472222837
103087_sf,2.0,20,ndc,sdf,0.4935038138047684
103087_sf,2.0,20,rfts,chf,0.026518824765371138
103087_sf,2.0,20,rfts,hd,0.06362190435499318
103087_sf,2.0,20,rfts,sdf,0.08922535983060104
103087_sf,2.0,20,rfta,chf,0.029773818398977962
103087_sf,2.0,20,rfta,hd,0.0841119561537151
103087_sf,2.0,20,rfta,sdf,0.005984833407340825
103087_sf,2.0,30,mc,chf,0.02799445105290449
103087_sf,2.0,30,mc,hd,0.09775158267510171
103087_sf,2.0,30,mc,sdf,0.749442145477492
103087_sf,2.0,30,ndc,chf,0.020719152996927604
103087_sf,2.0,30,ndc,hd,0.05344427488016382
103087_sf,2.0,30,ndc,sdf,0.08244341098637077
103087_sf,2.0,30,rfts,chf,0.02733715446208102
103087_sf,2.0,30,rfts,hd,0.08756631033825589
103087_sf,2.0,30,rfts,sdf,0.06097845533136624
103087_sf,2.0,30,rfta,chf,0.02224350026259063
103087_sf,2.0,30,rfta,hd,0.07942865276827726
103087_sf,2.0,30,rfta,sdf,0.00392694237386534
103087_sf,2.0,40,mc,chf,0.01606867250880272
103087_sf,2.0,40,mc,hd,0.05359638155906804
103087_sf,2.0,40,mc,sdf,0.22213977147308683
103087_sf,2.0,40,ndc,chf,0.011377207583356343
103087_sf,2.0,40,ndc,hd,0.033996462580492375
103087_sf,2.0,40,ndc,sdf,0.02713646984346292
103087_sf,2.0,40,rfts,chf,0.040358120102481125
103087_sf,2.0,40,rfts,hd,0.1512492680513322
103087_sf,2.0,40,rfts,sdf,0.097285390593411
103087_sf,2.0,40,rfta,chf,0.016049433447514846
103087_sf,2.0,40,rfta,hd,0.04725999237167572
103087_sf,2.0,40,rfta,sdf,0.0029218828265011234
103087_sf,2.0,50,mc,chf,0.011514801336727186
103087_sf,2.0,50,mc,hd,0.04987724114504337
103087_sf,2.0,50,mc,sdf,0.13496579302792602
103087_sf,2.0,50,ndc,chf,0.007714106224615935
103087_sf,2.0,50,ndc,hd,0.021221498453517996
103087_sf,2.0,50,ndc,sdf,0.012090835597147432
103087_sf,2.0,50,rfts,chf,0.02518698363033877
103087_sf,2.0,50,rfts,hd,0.07051680976857722
103087_sf,2.0,50,rfts,sdf,0.07464502332617264
103087_sf,2.0,50,rfta,chf,0.014108847981866852
103087_sf,2.0,50,rfta,hd,0.04764600530362988
103087_sf,2.0,50,rfta,sdf,0.0026465126395765356
103087_sf,2.0,60,mc,chf,0.008748203123444195
103087_sf,2.0,60,mc,hd,0.03297957810080574
103087_sf,2.0,60,mc,sdf,0.08665662951523126
103087_sf,2.0,60,ndc,chf,0.0064835618039089694
103087_sf,2.0,60,ndc,hd,0.017762921815441566
103087_sf,2.0,60,ndc,sdf,0.004252566109810553
103087_sf,2.0,60,rfts,chf,0.0253220839186256
103087_sf,2.0,60,rfts,hd,0.07170546128412401
103087_sf,2.0,60,rfts,sdf,0.06855426894655182
103087_sf,2.0,60,rfta,chf,0.012903769541436677
103087_sf,2.0,60,rfta,hd,0.04402458255044856
103087_sf,2.0,60,rfta,sdf,0.0023088034629211098
1051178_sf,13.0,6,mc,chf,0.4014590945257933
1051178_sf,13.0,6,mc,hd,0.8141637667748846
1051178_sf,13.0,6,mc,sdf,164.45662388833352
1051178_sf,13.0,6,ndc,chf,0.2814354937421957
1051178_sf,13.0,6,ndc,hd,0.7182172530691524
1051178_sf,13.0,6,ndc,sdf,55.42429669623504
1051178_sf,13.0,6,rfts,chf,0.08106444458966566
1051178_sf,13.0,6,rfts,hd,0.22612532363255272
1051178_sf,13.0,6,rfts,sdf,0.06573955492885569
1051178_sf,13.0,6,rfta,chf,0.08232902773203944
1051178_sf,13.0,6,rfta,hd,0.12798145952894602
1051178_sf,13.0,6,rfta,sdf,0.05406023204865126
1051178_sf,13.0,10,mc,chf,0.15969747941557152
1051178_sf,13.0,10,mc,hd,0.36735688718802634
1051178_sf,13.0,10,mc,sdf,19.228921334123562
1051178_sf,13.0,10,ndc,chf,0.1447058512800608
1051178_sf,13.0,10,ndc,hd,0.42585720728206244
1051178_sf,13.0,10,ndc,sdf,10.845128602271265
1051178_sf,13.0,10,rfts,chf,0.05204736234868494
1051178_sf,13.0,10,rfts,hd,0.13286458371231158
1051178_sf,13.0,10,rfts,sdf,0.08127135497799869
1051178_sf,13.0,10,rfta,chf,0.056688607138064354
1051178_sf,13.0,10,rfta,hd,0.095688189185521
1051178_sf,13.0,10,rfta,sdf,0.017621526011764532
1051178_sf,13.0,20,mc,chf,0.07547502883850941
1051178_sf,13.0,20,mc,hd,0.21952509016151972
1051178_sf,13.0,20,mc,sdf,4.166536567662359
1051178_sf,13.0,20,ndc,chf,0.05319680155260123
1051178_sf,13.0,20,ndc,hd,0.15745760615333326
1051178_sf,13.0,20,ndc,sdf,2.129052306030867
1051178_sf,13.0,20,rfts,chf,0.03013979878958397
1051178_sf,13.0,20,rfts,hd,0.07145879228954326
1051178_sf,13.0,20,rfts,sdf,0.0610323209526401
1051178_sf,13.0,20,rfta,chf,0.03592870884820024
1051178_sf,13.0,20,rfta,hd,0.0935349980466128
1051178_sf,13.0,20,rfta,sdf,0.006400789275734818
1051178_sf,13.0,30,mc,chf,0.036678206817990694
1051178_sf,13.0,30,mc,hd,0.11557042138060909
1051178_sf,13.0,30,mc,sdf,1.1146403484597982
1051178_sf,13.0,30,ndc,chf,0.027310358311102814
1051178_sf,13.0,30,ndc,hd,0.11554122889298914
1051178_sf,13.0,30,ndc,sdf,0.16655071081774608
1051178_sf,13.0,30,rfts,chf,0.028336982876185052
1051178_sf,13.0,30,rfts,hd,0.06926849177977001
1051178_sf,13.0,30,rfts,sdf,0.06432693391517734
1051178_sf,13.0,30,rfta,chf,0.025873037737766585
1051178_sf,13.0,30,rfta,hd,0.0698657104044004
1051178_sf,13.0,30,rfta,sdf,0.004493610361730908
1051178_sf,13.0,40,mc,chf,0.02351080757850387
1051178_sf,13.0,40,mc,hd,0.08777466093054101
1051178_sf,13.0,40,mc,sdf,0.5379780826390317
1051178_sf,13.0,40,ndc,chf,0.019359027658566886
1051178_sf,13.0,40,ndc,hd,0.10438410813702795
1051178_sf,13.0,40,ndc,sdf,0.2955252085762177
1051178_sf,13.0,40,rfts,chf,0.026264151719170924
1051178_sf,13.0,40,rfts,hd,0.06423421646060368
1051178_sf,13.0,40,rfts,sdf,0.06030207302616118
1051178_sf,13.0,40,rfta,chf,0.020167886144408814
1051178_sf,13.0,40,rfta,hd,0.060817834443482835
1051178_sf,13.0,40,rfta,sdf,0.0034129394911468496
1051178_sf,13.0,50,mc,chf,0.018534346833776607
1051178_sf,13.0,50,mc,hd,0.08647888048998094
1051178_sf,13.0,50,mc,sdf,0.2488858074521784
1051178_sf,13.0,50,ndc,chf,0.01572581732900516
1051178_sf,13.0,50,ndc,hd,0.0684461152751447
1051178_sf,13.0,50,ndc,sdf,0.037037233897181235
1051178_sf,13.0,50,rfts,chf,0.1054096179237648
1051178_sf,13.0,50,rfts,hd,0.38621537003328815
1051178_sf,13.0,50,rfts,sdf,5.636140502659687
1051178_sf,13.0,50,rfta,chf,0.018378004340997907
1051178_sf,13.0,50,rfta,hd,0.05674141559661039
1051178_sf,13.0,50,rfta,sdf,0.003003915019495324
1051178_sf,13.0,80,mc,chf,0.011934882590456369
1051178_sf,13.0,80,mc,hd,0.05825127438676789
1051178_sf,13.0,80,mc,sdf,0.13672720981669556
1051178_sf,13.0,80,ndc,chf,0.010273133510139462
1051178_sf,13.0,80,ndc,hd,0.04247714343579125
1051178_sf,13.0,80,ndc,sdf,0.020276051371336208
1051178_sf,13.0,80,rfts,chf,0.01474662521862449
1051178_sf,13.0,80,rfts,hd,0.04110461643120994
1051178_sf,13.0,80,rfts,sdf,0.012633937959513989
1051178_sf,13.0,80,rfta,chf,0.015424329611125564
1051178_sf,13.0,80,rfta,hd,0.03972224695864154
1051178_sf,13.0,80,rfta,sdf,0.002146295115502494
1063864_sf,15.0,6,mc,chf,0.33906377218911815
1063864_sf,15.0,6,mc,hd,0.766805008545625
1063864_sf,15.0,6,mc,sdf,106.42887718792092
1063864_sf,15.0,6,ndc,chf,0.1822488472941482
1063864_sf,15.0,6,ndc,hd,0.4431095768538139
1063864_sf,15.0,6,ndc,sdf,14.561951100876822
1063864_sf,15.0,6,rfts,chf,0.07202880927714753
1063864_sf,15.0,6,rfts,hd,0.14692850844745123
1063864_sf,15.0,6,rfts,sdf,0.04481647364018988
1063864_sf,15.0,6,rfta,chf,0.09332567683561903
1063864_sf,15.0,6,rfta,hd,0.19315591276672098
1063864_sf,15.0,6,rfta,sdf,0.0449652378358356
1063864_sf,15.0,10,mc,chf,0.1525203877094284
1063864_sf,15.0,10,mc,hd,0.31773858782272973
1063864_sf,15.0,10,mc,sdf,21.427574195253165
1063864_sf,15.0,10,ndc,chf,0.1143434522214978
1063864_sf,15.0,10,ndc,hd,0.2720172923695724
1063864_sf,15.0,10,ndc,sdf,7.647187554958068
1063864_sf,15.0,10,rfts,chf,0.0538868033891448
1063864_sf,15.0,10,rfts,hd,0.13355987601570074
1063864_sf,15.0,10,rfts,sdf,0.054648343235432786
1063864_sf,15.0,10,rfta,chf,0.072705637714398
1063864_sf,15.0,10,rfta,hd,0.17950133944672694
1063864_sf,15.0,10,rfta,sdf,0.04589738116471201
1063864_sf,15.0,20,mc,chf,0.07188809575034681
1063864_sf,15.0,20,mc,hd,0.2318630424648802
1063864_sf,15.0,20,mc,sdf,4.320597808127759
1063864_sf,15.0,20,ndc,chf,0.04680411999533045
1063864_sf,15.0,20,ndc,hd,0.12375950119900449
1063864_sf,15.0,20,ndc,sdf,0.3422748817702539
1063864_sf,15.0,20,rfts,chf,0.04460685465803299
1063864_sf,15.0,20,rfts,hd,0.09407892024505347
1063864_sf,15.0,20,rfts,sdf,0.07332953129132733
1063864_sf,15.0,20,rfta,chf,0.04953548623723122
1063864_sf,15.0,20,rfta,hd,0.14875089976222813
1063864_sf,15.0,20,rfta,sdf,0.03151689721815735
1063864_sf,15.0,30,mc,chf,0.039294118953311655
1063864_sf,15.0,30,mc,hd,0.11727994451510235
1063864_sf,15.0,30,mc,sdf,0.5623430864453058
1063864_sf,15.0,30,ndc,chf,0.027085325086543106
1063864_sf,15.0,30,ndc,hd,0.11028210461250063
1063864_sf,15.0,30,ndc,sdf,0.13627006191591476
1063864_sf,15.0,30,rfts,chf,0.04080271257238939
1063864_sf,15.0,30,rfts,hd,0.09014161041770989
1063864_sf,15.0,30,rfts,sdf,0.07908805420233266
1063864_sf,15.0,30,rfta,chf,0.039353056506071286
1063864_sf,15.0,30,rfta,hd,0.12751938643604716
1063864_sf,15.0,30,rfta,sdf,0.0195602684238673
1063864_sf,15.0,40,mc,chf,0.022773853050917597
1063864_sf,15.0,40,mc,hd,0.09226761241007148
1063864_sf,15.0,40,mc,sdf,0.1982404082563671
1063864_sf,15.0,40,ndc,chf,0.01922384493833255
1063864_sf,15.0,40,ndc,hd,0.09608988066129455
1063864_sf,15.0,40,ndc,sdf,0.1105344672752938
1063864_sf,15.0,40,rfts,chf,0.03462965947159166
1063864_sf,15.0,40,rfts,hd,0.09341429601057558
1063864_sf,15.0,40,rfts,sdf,0.07233039478208278
1063864_sf,15.0,40,rfta,chf,0.027322898340091696
1063864_sf,15.0,40,rfta,hd,0.08932242761867235
1063864_sf,15.0,40,rfta,sdf,0.00588630124253772
1063864_sf,15.0,50,mc,chf,0.015557071307885613
1063864_sf,15.0,50,mc,hd,0.0517522598139042
1063864_sf,15.0,50,mc,sdf,0.10765577120903776
1063864_sf,15.0,50,ndc,chf,0.013871285685377011
1063864_sf,15.0,50,ndc,hd,0.05180556324061738
1063864_sf,15.0,50,ndc,sdf,0.010464169741606954
1063864_sf,15.0,50,rfts,chf,0.05523175325060052
1063864_sf,15.0,50,rfts,hd,0.23340948604915648
1063864_sf,15.0,50,rfts,sdf,2.0658621243586714
1063864_sf,15.0,50,rfta,chf,0.018369635087084505
1063864_sf,15.0,50,rfta,hd,0.08547936431022882
1063864_sf,15.0,50,rfta,sdf,0.0038935023537322575
1063864_sf,15.0,60,mc,chf,0.011264698745799384
1063864_sf,15.0,60,mc,hd,0.040837587210349593
1063864_sf,15.0,60,mc,sdf,0.04389957494017054
1063864_sf,15.0,60,ndc,chf,0.011045246311041586
1063864_sf,15.0,60,ndc,hd,0.03187356526402062
1063864_sf,15.0,60,ndc,sdf,0.007699423290993843
1063864_sf,15.0,60,rfts,chf,0.024124444790930906
1063864_sf,15.0,60,rfts,hd,0.14412955963438967
1063864_sf,15.0,60,rfts,sdf,0.6021212037767805
1063864_sf,15.0,60,rfta,chf,0.012372361206586597
1063864_sf,15.0,60,rfta,hd,0.06092765639796169
1063864_sf,15.0,60,rfta,sdf,0.002145585617668721
1063864_sf,15.0,80,mc,chf,0.006782703750042373
1063864_sf,15.0,80,mc,hd,0.02623374987713827
1063864_sf,15.0,80,mc,sdf,0.02086797588790822
1063864_sf,15.0,80,ndc,chf,0.007219212145437563
1063864_sf,15.0,80,ndc,hd,0.02088283828839467
1063864_sf,15.0,80,ndc,sdf,0.0027378560956414
1063864_sf,15.0,80,rfts,chf,0.017360411610526365
1063864_sf,15.0,80,rfts,hd,0.07963442550276598
1063864_sf,15.0,80,rfts,sdf,0.010247643214991322
1063864_sf,15.0,80,rfta,chf,0.008415156669472625
1063864_sf,15.0,80,rfta,hd,0.05388172385164078
1063864_sf,15.0,80,rfta,sdf,0.0019958450009541218
1063864_sf,15.0,100,mc,chf,0.004305857357526827
1063864_sf,15.0,100,mc,hd,0.017135033014620143
1063864_sf,15.0,100,mc,sdf,0.011871076829661558
1063864_sf,15.0,100,ndc,chf,0.00516261544104322
1063864_sf,15.0,100,ndc,hd,0.015578127765383582
1063864_sf,15.0,100,ndc,sdf,0.0011825841199849016
1063864_sf,15.0,100,rfts,chf,0.02476028247883499
1063864_sf,15.0,100,rfts,hd,0.07481878387425375
1063864_sf,15.0,100,rfts,sdf,0.014526991950022824
1063864_sf,15.0,100,rfta,chf,0.006807788282464235
1063864_sf,15.0,100,rfta,hd,0.041433052771999
1063864_sf,15.0,100,rfta,sdf,0.0016958548669777434
106833_sf,120.0,60,mc,chf,0.05530540432562263
106833_sf,120.0,60,mc,hd,0.17159829566679158
106833_sf,120.0,60,mc,sdf,2.8886036719205737
106833_sf,120.0,60,ndc,chf,0.04163627866478857
106833_sf,120.0,60,ndc,hd,0.18466755379788752
106833_sf,120.0,60,ndc,sdf,0.620877348427081
106833_sf,120.0,60,rfts,chf,0.15859224533093452
106833_sf,120.0,60,rfts,hd,0.39934055229033805
106833_sf,120.0,60,rfts,sdf,23.169458437591842
106833_sf,120.0,60,rfta,chf,0.009265317203840568
106833_sf,120.0,60,rfta,hd,0.03966207532289403
106833_sf,120.0,60,rfta,sdf,0.009610288881092935
106833_sf,120.0,80,mc,chf,0.02910154755686761
106833_sf,120.0,80,mc,hd,0.10596016670724426
106833_sf,120.0,80,mc,sdf,0.3934446359496892
106833_sf,120.0,80,ndc,chf,0.035153447429843235
106833_sf,120.0,80,ndc,hd,0.117564844317302
106833_sf,120.0,80,ndc,sdf,0.5831881348776236
106833_sf,120.0,80,rfts,chf,0.13238912137060382
106833_sf,120.0,80,rfts,hd,0.28669902633837485
106833_sf,120.0,80,rfts,sdf,17.576473611185317
106833_sf,120.0,80,rfta,chf,0.009235314235948274
106833_sf,120.0,80,rfta,hd,0.04566855570952104
106833_sf,120.0,80,rfta,sdf,0.00883977678790319
106833_sf,120.0,100,mc,chf,0.022100867846244744
106833_sf,120.0,100,mc,hd,0.07893954741199721
106833_sf,120.0,100,mc,sdf,0.39285993543799386
106833_sf,120.0,100,ndc,chf,0.020009617858579784
106833_sf,120.0,100,ndc,hd,0.07417743802645593
106833_sf,120.0,100,ndc,sdf,0.13217200218758868
106833_sf,120.0,100,rfts,chf,0.14234386355574555
106833_sf,120.0,100,rfts,hd,0.2818595697093821
106833_sf,120.0,100,rfts,sdf,10.337845715318636
106833_sf,120.0,100,rfta,chf,0.008963835667681566
106833_sf,120.0,100,rfta,hd,0.03932942933197524
106833_sf,120.0,100,rfta,sdf,0.005956814827260897
108010_sf,6.0,10,mc,chf,0.4314441158943521
108010_sf,6.0,10,mc,hd,0.7906134858791365
108010_sf,6.0,10,mc,sdf,131.43677202091123
108010_sf,6.0,10,ndc,chf,0.15267628327440697
108010_sf,6.0,10,ndc,hd,0.39843764193716236
108010_sf,6.0,10,ndc,sdf,11.551851871467795
108010_sf,6.0,10,rfts,chf,0.07058649413178315
108010_sf,6.0,10,rfts,hd,0.17269924280800472
108010_sf,6.0,10,rfts,sdf,0.16732579709600792
108010_sf,6.0,10,rfta,chf,0.06722597086730989
108010_sf,6.0,10,rfta,hd,0.22034445639847622
108010_sf,6.0,10,rfta,sdf,0.09913418388384422
108010_sf,6.0,20,mc,chf,0.1006258585780014
108010_sf,6.0,20,mc,hd,0.24480073035584105
108010_sf,6.0,20,mc,sdf,2.162669252195269
108010_sf,6.0,20,ndc,chf,0.0648455374804373
108010_sf,6.0,20,ndc,hd,0.2327121649405533
108010_sf,6.0,20,ndc,sdf,3.2117175479117392
108010_sf,6.0,20,rfts,chf,0.06495404094957619
108010_sf,6.0,20,rfts,hd,0.1399969036927222
108010_sf,6.0,20,rfts,sdf,0.45400810945467623
108010_sf,6.0,20,rfta,chf,0.055960243113854995
108010_sf,6.0,20,rfta,hd,0.16150167165000318
108010_sf,6.0,20,rfta,sdf,0.034494718070109176
108010_sf,6.0,40,mc,chf,0.04400517077725874
108010_sf,6.0,40,mc,hd,0.13635037542996195
108010_sf,6.0,40,mc,sdf,0.41375487809617056
108010_sf,6.0,40,ndc,chf,0.02581231153361501
108010_sf,6.0,40,ndc,hd,0.09376052089063329
108010_sf,6.0,40,ndc,sdf,0.022618862337714155
108010_sf,6.0,40,rfts,chf,0.0512398419534674
108010_sf,6.0,40,rfts,hd,0.1088990090033187
108010_sf,6.0,40,rfts,sdf,0.14614272753363997
108010_sf,6.0,40,rfta,chf,0.023606909068340953
108010_sf,6.0,40,rfta,hd,0.059659954151436025
108010_sf,6.0,40,rfta,sdf,0.009667169350465684
108010_sf,6.0,50,mc,chf,0.03234830949382737
108010_sf,6.0,50,mc,hd,0.11220278683029064
108010_sf,6.0,50,mc,sdf,0.14598824390855875
108010_sf,6.0,50,ndc,chf,0.021411517026281142
108010_sf,6.0,50,ndc,hd,0.07111432253426311
108010_sf,6.0,50,ndc,sdf,0.021093290662515255
108010_sf,6.0,50,rfts,chf,0.04811569160984412
108010_sf,6.0,50,rfts,hd,0.11380615317809173
108010_sf,6.0,50,rfts,sdf,0.1704683556617205
108010_sf,6.0,50,rfta,chf,0.017735156950391108
108010_sf,6.0,50,rfta,hd,0.05741751754967943
108010_sf,6.0,50,rfta,sdf,0.008213152591297084
1088225_sf,0.0,10,mc,chf,0.39373153235907826
1088225_sf,0.0,10,mc,hd,0.8228186248088379
1088225_sf,0.0,10,mc,sdf,66.24754253225439
1088225_sf,0.0,10,ndc,chf,0.20153065080084256
1088225_sf,0.0,10,ndc,hd,0.6650024882737017
1088225_sf,0.0,10,ndc,sdf,21.355360793015592
1088225_sf,0.0,10,rfts,chf,0.08499991286931613
1088225_sf,0.0,10,rfts,hd,0.2354399747961074
1088225_sf,0.0,10,rfts,sdf,1.3853075726554307
1088225_sf,0.0,10,rfta,chf,0.03440258227907504
1088225_sf,0.0,10,rfta,hd,0.10134941440472224
1088225_sf,0.0,10,rfta,sdf,0.019942530630325847
1088225_sf,0.0,20,mc,chf,0.08232738456646949
1088225_sf,0.0,20,mc,hd,0.23489275134837073
1088225_sf,0.0,20,mc,sdf,1.8470212069687526
1088225_sf,0.0,20,ndc,chf,0.047531640301379505
1088225_sf,0.0,20,ndc,hd,0.1880448220113411
1088225_sf,0.0,20,ndc,sdf,1.9377860426450686
1088225_sf,0.0,20,rfts,chf,0.19672980882804444
1088225_sf,0.0,20,rfts,hd,0.5476997991375575
1088225_sf,0.0,20,rfts,sdf,24.927766873834866
1088225_sf,0.0,20,rfta,chf,0.022455083154853568
1088225_sf,0.0,20,rfta,hd,0.039759821737928074
1088225_sf,0.0,20,rfta,sdf,0.007857253281733596
1088225_sf,0.0,30,mc,chf,0.046400884445700945
1088225_sf,0.0,30,mc,hd,0.1370387004751117
1088225_sf,0.0,30,mc,sdf,0.4675140044271322
1088225_sf,0.0,30,ndc,chf,0.028299581378912697
1088225_sf,0.0,30,ndc,hd,0.09902747972054993
1088225_sf,0.0,30,ndc,sdf,0.06357752465937319
1088225_sf,0.0,30,rfts,chf,0.059633835137740836
1088225_sf,0.0,30,rfts,hd,0.15891709995937886
1088225_sf,0.0,30,rfts,sdf,0.20008581238312176
1088225_sf,0.0,30,rfta,chf,0.019501186083388772
1088225_sf,0.0,30,rfta,hd,0.03590435074768732
1088225_sf,0.0,30,rfta,sdf,0.0053210445153948505
1088225_sf,0.0,40,mc,chf,0.023874545993609036
1088225_sf,0.0,40,mc,hd,0.06686401275481026
1088225_sf,0.0,40,mc,sdf,0.2240498917194834
1088225_sf,0.0,40,ndc,chf,0.018252500342731636
1088225_sf,0.0,40,ndc,hd,0.053891176413936634
1088225_sf,0.0,40,ndc,sdf,0.045085803200949
1088225_sf,0.0,40,rfts,chf,0.04888587903507477
1088225_sf,0.0,40,rfts,hd,0.13964871643471996
1088225_sf,0.0,40,rfts,sdf,0.16514339970637712
1088225_sf,0.0,40,rfta,chf,0.017964915690870022
1088225_sf,0.0,40,rfta,hd,0.03418226266918065
1088225_sf,0.0,40,rfta,sdf,0.004070053760872701
1088225_sf,0.0,50,mc,chf,0.016661935486342157
1088225_sf,0.0,50,mc,hd,0.048016341413314755
1088225_sf,0.0,50,mc,sdf,0.08341287265803699
1088225_sf,0.0,50,ndc,chf,0.014064098332650538
1088225_sf,0.0,50,ndc,hd,0.03607438158014994
1088225_sf,0.0,50,ndc,sdf,0.02044955854635249
1088225_sf,0.0,50,rfts,chf,0.03210364126195387
1088225_sf,0.0,50,rfts,hd,0.09216969115243434
1088225_sf,0.0,50,rfts,sdf,0.041475927075825474
1088225_sf,0.0,50,rfta,chf,0.015835136069331977
1088225_sf,0.0,50,rfta,hd,0.03052822592939656
1088225_sf,0.0,50,rfta,sdf,0.003184014043674893
1088225_sf,0.0,60,mc,chf,0.012757514446863513
1088225_sf,0.0,60,mc,hd,0.0349715837013465
1088225_sf,0.0,60,mc,sdf,0.05156493500119639
1088225_sf,0.0,60,ndc,chf,0.011897695659122517
1088225_sf,0.0,60,ndc,hd,0.031415137751537536
1088225_sf,0.0,60,ndc,sdf,0.01060232615605988
1088225_sf,0.0,60,rfts,chf,0.020034771706550287
1088225_sf,0.0,60,rfts,hd,0.06013673895520744
1088225_sf,0.0,60,rfts,sdf,0.022034770453486955
1088225_sf,0.0,60,rfta,chf,0.014281741065363642
1088225_sf,0.0,60,rfta,hd,0.03272049348842332
1088225_sf,0.0,60,rfta,sdf,0.002934374717609225
1088225_sf,0.0,80,mc,chf,0.008597196038574702
1088225_sf,0.0,80,mc,hd,0.023779540491836344
1088225_sf,0.0,80,mc,sdf,0.01987174833807272
1088225_sf,0.0,80,ndc,chf,0.00886415458798249
1088225_sf,0.0,80,ndc,hd,0.02354944105898554
1088225_sf,0.0,80,ndc,sdf,0.0031786436602464995
1088225_sf,0.0,80,rfts,chf,0.013307061369216479
1088225_sf,0.0,80,rfts,hd,0.03216966925885765
1088225_sf,0.0,80,rfts,sdf,0.00859525934309619
1088225_sf,0.0,80,rfta,chf,0.012659475927465299
1088225_sf,0.0,80,rfta,hd,0.032835937604208804
1088225_sf,0.0,80,rfta,sdf,0.003030760521997687
110928_sf,3.0,10,mc,chf,0.2278491399996148
110928_sf,3.0,10,mc,hd,0.466537410792657
110928_sf,3.0,10,mc,sdf,23.187952122208614
110928_sf,3.0,10,ndc,chf,0.2392244075691593
110928_sf,3.0,10,ndc,hd,0.45693242511746684
110928_sf,3.0,10,ndc,sdf,27.01926511235718
110928_sf,3.0,10,rfts,chf,0.05625583490047438
110928_sf,3.0,10,rfts,hd,0.12359136784580527
110928_sf,3.0,10,rfts,sdf,0.06616489112303009
110928_sf,3.0,10,rfta,chf,0.06626145028851868
110928_sf,3.0,10,rfta,hd,0.15784714933811564
110928_sf,3.0,10,rfta,sdf,0.016186510083673174
110928_sf,3.0,20,mc,chf,0.10174255667307291
110928_sf,3.0,20,mc,hd,0.20781814833109985
110928_sf,3.0,20,mc,sdf,5.370654429648102
110928_sf,3.0,20,ndc,chf,0.0579181248917797
110928_sf,3.0,20,ndc,hd,0.18351243258571373
110928_sf,3.0,20,ndc,sdf,1.805674340467029
110928_sf,3.0,20,rfts,chf,0.041200785446966495
110928_sf,3.0,20,rfts,hd,0.08079524178262673
110928_sf,3.0,20,rfts,sdf,0.06668422291193185
110928_sf,3.0,20,rfta,chf,0.03946045248585335
110928_sf,3.0,20,rfta,hd,0.09846848686235819
110928_sf,3.0,20,rfta,sdf,0.006053751816832068
110928_sf,3.0,30,mc,chf,0.04602432309517066
110928_sf,3.0,30,mc,hd,0.13827911667099246
110928_sf,3.0,30,mc,sdf,0.7775760872983783
110928_sf,3.0,30,ndc,chf,0.029604357440060944
110928_sf,3.0,30,ndc,hd,0.10412266604511221
110928_sf,3.0,30,ndc,sdf,0.352258882377227
110928_sf,3.0,30,rfts,chf,0.036957222233415146
110928_sf,3.0,30,rfts,hd,0.08318917079019181
110928_sf,3.0,30,rfts,sdf,0.07356075148782486
110928_sf,3.0,30,rfta,chf,0.032478897649944376
110928_sf,3.0,30,rfta,hd,0.08815599435333764
110928_sf,3.0,30,rfta,sdf,0.0046891859451341006
110928_sf,3.0,40,mc,chf,0.029517555071205147
110928_sf,3.0,40,mc,hd,0.09338794333584821
110928_sf,3.0,40,mc,sdf,0.4172964846460568
110928_sf,3.0,40,ndc,chf,0.021457781328992814
110928_sf,3.0,40,ndc,hd,0.06892425823986821
110928_sf,3.0,40,ndc,sdf,0.08918096346364718
110928_sf,3.0,40,rfts,chf,0.0339940139909206
110928_sf,3.0,40,rfts,hd,0.08421920070231352
110928_sf,3.0,40,rfts,sdf,0.05921800784559809
110928_sf,3.0,40,rfta,chf,0.027597897065437447
110928_sf,3.0,40,rfta,hd,0.0772319374947776
110928_sf,3.0,40,rfta,sdf,0.0033484276123436443
110928_sf,3.0,50,mc,chf,0.02061632274196076
110928_sf,3.0,50,mc,hd,0.09222098521251536
110928_sf,3.0,50,mc,sdf,0.24051197206485145
110928_sf,3.0,50,ndc,chf,0.016129578149037004
110928_sf,3.0,50,ndc,hd,0.063263961096062
110928_sf,3.0,50,ndc,sdf,0.05045092076421958
